PUNCT	2444
the	1908
to	1185
BANG	1141
in	814
on	804
a	780
and	766
i	762
#OCTOTHORPE	739
@USER	695
for	685
of	665
#NUM	640
is	635
ELLIPSIS	635
tomorrow	587
@URL	562
with	501
be	488
at	481
it	464
you	456
my	370
day	322
that	307
QUESTION	296
night	294
this	288
tonight	287
just	282
may	280
have	268
so	236
will	231
see	225
good	222
out	220
all	218
going	212
but	209
me	205
i'm	200
today	196
EM_HAPPY	190
are	189
was	187
up	181
friday	178
time	177
not	177
sunday	171
we	167
from	167
like	166
1st	166
get	162
it's	161
saturday	156
love	151
game	148
if	147
one	141
about	136
can't	134
go	134
he	134
as	131
wait	129
happy	119
now	118
last	114
great	114
by	112
your	111
new	111
don't	109
what	106
come	104
morning	102
monday	101
best	100
2nd	98
his	98
an	94
after	93
they	92
do	91
got	91
thursday	91
can	88
no	88
big	87
show	86
watch	86
off	82
excited	81
has	80
make	79
back	78
gonna	77
3rd	76
when	76
or	76
there	75
us	74
hope	74
watching	74
more	73
its	73
still	73
some	73
know	72
win	69
better	69
would	69
down	68
think	68
too	68
our	68
how	67
then	67
first	67
here	66
sat	66
season	66
want	65
world	63
only	63
looking	62
really	61
sun	61
lol	59
coming	59
tuesday	58
over	58
birthday	58
4th	58
who	58
vs	57
rt	56
had	54
her	54
play	54
next	54
even	54
him	54
miss	53
again	53
she	51
u	51
ever	50
work	49
well	49
wednesday	48
why	48
am	47
way	46
i'll	46
bad	46
fun	46
forward	46
been	46
than	45
start	45
party	45
week	45
live	45
november	43
thanks	43
ready	43
twitter	43
before	43
football	43
life	42
movie	42
should	42
against	42
news	42
them	41
year	41
man	41
their	41
right	40
team	40
october	40
another	40
march	40
need	40
home	40
did	40
everyone	40
EM_LOVE	40
school	40
because	40
com	39
very	39
EM_SAD	38
say	38
tv	38
concert	38
amazing	38
knicks	38
much	37
people	37
awesome	37
take	37
house	37
family	37
wish	36
pic	36
he's	36
city	35
said	35
shit	35
made	35
nov	34
state	34
im	34
thing	34
place	34
until	33
w	33
weekend	33
most	33
sure	33
oh	33
i've	33
EM_WINK	32
give	32
fuck	32
playing	32
5th	32
free	32
always	31
band	31
x	31
super	31
girl	31
never	30
real	30
beat	30
might	30
looks	30
since	29
look	29
meet	29
guys	29
were	29
lions	29
that's	29
please	29
yesterday	29
end	29
days	29
check	29
long	29
being	28
derby	28
song	28
luck	28
girls	28
round	28
says	28
getting	28
music	27
support	27
video	27
tickets	27
club	27
didn't	27
pretty	27
league	27
black	27
fans	27
nice	27
where	26
other	26
we'll	26
boys	26
center	26
join	26
london	26
feel	26
watched	25
makes	25
could	25
guy	25
match	25
enjoy	25
though	25
also	25
we're	25
o	24
open	24
full	24
having	24
bring	24
february	24
7th	24
p	24
till	24
went	24
yet	24
august	24
find	24
national	24
any	24
old	23
red	23
s	23
via	23
guess	23
soon	23
grade	23
6th	23
god	23
oct	23
heat	23
nfl	23
true	22
remember	22
won't	22
keep	22
does	22
left	22
little	22
done	22
cup	22
10th	22
many	22
far	22
v	22
found	21
you're	21
haha	21
ass	21
president	21
run	21
thank	21
anyone	21
tour	21
same	21
mom	21
starting	21
forget	21
b	21
top	21
hopefully	21
games	21
cool	21
white	21
september	21
congrats	21
came	20
st	20
half	20
yeah	20
album	20
early	20
lost	20
star	20
stop	20
yes	20
finally	20
believe	20
rest	20
every	20
already	20
greatest	20
pm	20
doesn't	20
class	20
years	19
sad	19
saw	19
awards	19
favorite	19
hey	19
try	19
race	19
let	19
perfect	19
doing	19
chance	19
dr	19
let's	19
care	19
comes	19
haven't	19
damn	19
seeing	19
seen	19
m	19
cant	19
gotta	19
rugby	19
c'mon	19
late	19
n	19
hit	19
times	18
obama	18
church	18
into	18
young	18
event	18
put	18
halloween	18
martin	18
starts	18
theatre	18
those	18
bit	18
thought	18
hate	18
glad	18
wanna	18
steve	18
wins	17
episode	17
williams	17
beautiful	17
missed	17
set	17
baby	17
high	17
festival	17
face	17
heard	17
isn't	17
evening	17
won	17
boy	17
michael	17
carter	17
final	17
mexico	17
visit	17
enough	17
film	17
celebrity	17
two	17
taking	17
almost	17
buy	17
sleep	17
must	17
everything	17
hear	17
brother	17
ok	17
york	17
gets	17
book	17
around	16
bowl	16
listening	16
anything	16
david	16
wed	16
away	16
niggas	16
december	16
juice	16
both	16
while	16
bed	16
sorry	16
she's	16
cancelled	16
dallas	16
anderson	16
peace	16
nick	16
something	16
july	16
i'd	15
things	15
san	15
comedy	15
jan	15
avril	15
tho	15
photo	15
these	15
dream	15
maybe	15
stay	15
talk	15
through	15
park	15
justin	15
detroit	15
proud	15
call	15
king	15
feb	15
which	15
june	15
four	14
marching	14
hot	14
fox	14
choice	14
espn	14
gone	14
mnf	14
funny	14
d	14
netflix	14
line	14
move	14
worldwide	14
paul	14
award	14
green	14
dance	14
lady	14
injury	14
help	14
yay	14
jackson	14
sound	14
someone	14
19th	14
planet	14
goes	14
george	14
college	14
taylor	14
apple	14
record	14
played	13
later	13
along	13
factor	13
lloyd	13
ghost	13
break	13
vegas	13
january	13
america	13
celebrate	13
between	13
read	13
hell	13
actually	13
probably	13
able	13
jersey	13
friends	13
tell	13
room	13
movies	13
side	13
dead	13
valentines	13
rock	13
kevin	13
town	13
needs	13
meeting	13
winning	13
sunday's	13
catch	13
head	13
til	13
cast	13
kill	13
follow	13
anniversary	13
okay	13
called	13
waiting	13
g	13
14th	13
kinda	13
second	12
kids	12
nicki	12
country	12
such	12
course	12
vote	12
16th	12
pass	12
silva	12
ravens	12
colts	12
post	12
valentine's	12
ya	12
finish	12
thinking	12
food	12
behind	12
scotland	12
close	12
wow	12
cause	12
florida	12
washington	12
omg	12
classic	12
shot	12
crazy	12
interesting	12
blood	12
annual	12
point	12
biggest	12
tweet	12
dwts	12
studio	12
25th	12
tom	12
players	12
dinner	12
y'all	12
directioners	12
lets	12
sons	12
ticket	12
shore	12
wichita	12
c	12
flight	12
few	12
practice	12
centre	12
april	12
james	12
lead	12
cake	12
series	11
feeling	11
saying	11
job	11
east	11
congratulations	11
minaj	11
brilliant	11
working	11
jets	11
west	11
act	11
17th	11
social	11
giants	11
15th	11
uk	11
means	11
lucky	11
stage	11
told	11
celebration	11
sarah	11
india	11
safe	11
kyle	11
test	11
central	11
ahead	11
anarchy	11
ash	11
arsenal	11
singing	11
started	11
steelers	11
loss	11
cricket	11
aug	11
heading	11
lights	11
robertson	11
mind	11
there's	11
die	11
9th	11
making	11
sounds	11
dont	11
8pm	11
tomorrow's	11
fan	11
ipad	11
paris	11
took	11
election	11
sept	11
released	11
tim	11
cowboys	11
nothing	11
fucking	11
son	11
opening	11
hall	11
hold	10
18th	10
trending	10
smh	10
lots	10
leave	10
date	10
sm	10
quarter	10
russia	10
drive	10
morsi	10
wants	10
power	10
company	10
whole	10
hoping	10
definitely	10
exciting	10
lot	10
ball	10
l	10
dc	10
da	10
voice	10
welcome	10
songs	10
car	10
heart	10
ex	10
happen	10
friend	10
13th	10
deus	10
media	10
t	10
ask	10
history	10
during	10
28th	10
e	10
special	10
candy	10
north	10
tonight's	10
met	10
murray	10
performing	10
afternoon	10
nyc	10
mad	10
main	10
channel	10
speech	10
enjoying	10
hour	10
hard	10
part	10
ireland	10
italy	10
moment	10
cuz	10
la	10
south	10
loved	10
they're	10
tampa	10
mr	10
independence	10
rider	10
radio	10
kentucky	10
plus	10
26th	10
cook	10
name	10
turn	10
pakistan	10
moon	10
woman	10
nba	10
sweet	10
due	10
30pm	10
wild	10
miami	10
rd	9
listen	9
joseph	9
kendrick	9
dexter	9
jobs	9
case	9
teen	9
blues	9
brooklyn	9
person	9
ago	9
challenge	9
you'll	9
fact	9
stuff	9
interview	9
bday	9
nets	9
noel	9
hank	9
mohamed	9
winans	9
change	9
xx	9
curtis	9
american	9
jeff	9
else	9
ricky	9
kings	9
boehner	9
rodeo	9
captain	9
mccarthy	9
bay	9
lovely	9
romo	9
irene	9
performance	9
mark	9
totally	9
island	9
delicious	9
hart	9
least	9
11th	9
talking	9
google	9
grammy	9
hopes	9
jason	9
iii	9
fran	9
dad	9
tues	9
teams	9
finished	9
rise	9
street	9
wanted	9
republicans	9
gave	9
coach	9
row	9
apes	9
goal	9
beyonce	9
return	9
pj	9
eagles	9
women	9
democrats	9
walk	9
painter	9
english	9
jeremy	9
showed	8
melissa	8
possible	8
tigers	8
twilight	8
quite	8
mean	8
24th	8
hours	8
scott	8
tonite	8
what's	8
verlander	8
houston	8
jesus	8
official	8
bolton	8
worth	8
japan	8
valor	8
list	8
john	8
mitch	8
ill	8
release	8
hills	8
27th	8
gandhi	8
danica	8
mta	8
margarita	8
trifecta	8
wont	8
shows	8
card	8
xd	8
silent	8
price	8
elvis	8
trying	8
diaries	8
strong	8
auburn	8
bless	8
it'll	8
nigeria	8
philly	8
tonga	8
rodgers	8
capello	8
liked	8
showing	8
dude	8
dvd	8
vampire	8
austin	8
bieber	8
spurs	8
upset	8
inbetweeners	8
eat	8
force	8
milan	8
points	8
bar	8
iv	8
kid	8
preseason	8
walking	8
ians	8
everybody	8
max	8
johnson	8
killed	8
fast	8
gaga	8
mon	8
field	8
20th	8
bill	8
single	8
talent	8
aladdin	8
glorious	8
minutes	8
blue	8
leaves	8
each	8
harry	8
classes	8
wedding	8
pick	8
ice	8
sports	8
sanchez	8
jazz	8
brit	8
myself	8
without	8
championship	8
worst	8
okami	8
revolution	8
art	8
once	8
7pm	8
instead	8
who's	8
lorax	8
tired	7
tatum	7
k	7
wine	7
asked	7
actor	7
ost	7
droid	7
sign	7
loving	7
laguna	7
roger	7
harvey	7
a1	7
past	7
learn	7
sense	7
huge	7
boonen	7
castle	7
cry	7
walker	7
details	7
pavol	7
tough	7
tony	7
air	7
board	7
fight	7
together	7
beiber	7
egypt's	7
lakers	7
homecoming	7
extra	7
caught	7
premier	7
cannot	7
elected	7
thurs	7
mersey	7
stars	7
nebraska	7
rudd	7
manning	7
missing	7
anymore	7
justice	7
bitch	7
parker	7
winner	7
police	7
jim	7
hi	7
hd	7
mackems	7
men	7
army	7
forgot	7
bionic	7
mins	7
boise	7
il	7
trayvon	7
21st	7
bob	7
thru	7
soul	7
cute	7
lunch	7
living	7
marijuana	7
especially	7
playoffs	7
stupid	7
wake	7
running	7
money	7
christina	7
either	7
road	7
wasn't	7
sucks	7
ko	7
spend	7
ceo	7
cut	7
rivers	7
chicago	7
giving	7
train	7
galaxy	7
iguana	7
announced	7
j	7
sandy	7
goin	7
8th	7
under	7
victory	7
bridge	7
christmas	7
nc	7
debate	7
grimmie	7
pakistan's	7
andy	7
r	7
pro	7
tix	7
nz	7
patrick	7
ladies	7
gary	7
barcelona	7
aaron	7
worse	7
breaking	7
short	7
style	7
12th	7
wisconsin	7
store	7
rocking	7
kick	7
nigga	7
fabio	7
hasn't	7
fine	7
use	7
crash	7
wsh	7
twat	7
cohen	7
presley	7
available	7
channing	7
own	7
weather	7
cliff	7
wrong	6
today's	6
service	6
bomb	6
rick	6
stadium	6
player	6
madonna	6
tune	6
possibly	6
tournament	6
republic	6
roll	6
seriously	6
million	6
training	6
bright	6
merlin	6
artist	6
worried	6
bacolod	6
harris	6
summer	6
couldn't	6
ace	6
ap	6
hello	6
iss	6
england	6
microsoft	6
golf	6
session	6
knowing	6
we've	6
straight	6
vow	6
lane	6
age	6
denzel	6
cvs	6
hahaha	6
less	6
sister	6
29th	6
word	6
appreciate	6
office	6
hosted	6
enjoyed	6
de	6
everton	6
born	6
kickball	6
brown	6
divo	6
janata	6
breakfast	6
worry	6
selma	6
business	6
pool	6
blanche	6
learned	6
respect	6
barbican	6
yo	6
you've	6
issue	6
passed	6
grey	6
lin	6
yushin	6
yankees	6
savage	6
idk	6
bangladesh	6
rhonda	6
ryan	6
wonderful	6
farm	6
hands	6
front	6
entertainment	6
hopeful	6
career	6
deniesse	6
treat	6
kandi	6
pumped	6
contest	6
fantastic	6
answer	6
weeks	6
surprise	6
turning	6
deal	6
dear	6
amsterdam	6
sale	6
died	6
daily	6
villa	6
pink	6
group	6
afghans	6
here's	6
workshop	6
blessed	6
vh1	6
strawberry	6
deep	6
talks	6
sitting	6
destination	6
leonard	6
ain't	6
bulls	6
dancing	6
absolutely	6
sing	6
named	6
10pm	6
bjp	6
charles	6
success	6
alive	6
hair	6
jack	6
stevie	6
phone	6
excellent	6
eng	6
rousey	6
signing	6
gon	6
demitra	6
hearing	6
fashion	6
conference	6
beer	6
alabama	6
eli	6
jennifer	6
ni	6
picture	6
australian	6
fourth	6
factory	6
cards	6
senior	6
outside	6
tiger	6
madrid	6
bharatiya	6
chinese	6
racing	6
israel	6
rather	6
soccer	6
hotel	6
nights	6
arm	6
moving	6
cheer	6
all-star	6
prince	6
lose	6
bell	6
cover	6
rally	6
sexy	6
leaving	6
app	6
light	6
billy	6
nuit	6
echo	6
ones	6
bought	6
mizzou	6
swift	6
fighting	6
cried	6
tennessee	6
holy	5
fit	5
schools	5
debut	5
camp	5
asia	5
busy	5
honda	5
fair	5
goodnight	5
fail	5
30th	5
soo	5
nova	5
rolling	5
skate	5
minute	5
troy	5
celebrated	5
woot	5
following	5
nascar	5
ss	5
saturday's	5
procter	5
sophia	5
grammys	5
knew	5
photos	5
singapore	5
23rd	5
johnny	5
doug	5
terra	5
riots	5
action	5
friday's	5
morgan	5
dress	5
plant	5
paper	5
deeds	5
grace	5
self	5
failed	5
community	5
nugent	5
raiders	5
surprised	5
wives	5
b4	5
ur	5
walked	5
fresh	5
magic	5
thin	5
leo	5
physics	5
emerson	5
rooney	5
animal	5
realized	5
winners	5
davis	5
rapper	5
etc	5
spain	5
become	5
count	5
places	5
excitement	5
panda	5
officially	5
bro	5
total	5
summerslam	5
rookie	5
las	5
order	5
denver	5
perkins	5
dj	5
tha	5
wright	5
shout	5
towards	5
moore	5
scored	5
tottenham	5
gun	5
bangs	5
cold	5
em	5
fu	5
online	5
aint	5
title	5
amanda	5
joke	5
theater	5
death	5
oscars	5
throw	5
taken	5
excuse	5
fl	5
held	5
trailer	5
terrible	5
kung	5
scheduled	5
superbowl	5
itv2	5
ncs	5
nca	5
latest	5
northern	5
famous	5
feels	5
wouldn't	5
grand	5
yolo	5
rui	5
step	5
shine	5
info	5
crap	5
jonathan	5
ride	5
spartacus	5
blake	5
nokia	5
university	5
celtics	5
evans	5
journey	5
policy	5
page	5
daniels	5
piece	5
drew	5
aren't	5
dry	5
aston	5
volare	5
fuckin	5
matter	5
mine	5
seem	5
chamberlain	5
mints	5
three	5
he'll	5
zombies	5
flying	5
french	5
box	5
map	5
ajax	5
keith	5
cheese	5
butt	5
squad	5
paid	5
chelsea	5
shopping	5
coffee	5
pay	5
cannavaro	5
alright	5
tribute	5
dec	5
def	5
drinking	5
robbie	5
fish	5
idea	5
valentine	5
rohypnol	5
understand	5
spent	5
klitschko	5
aliens	5
entire	5
jennette	5
upcoming	5
britney	5
bolder	5
warned	5
semi-finals	5
foams	5
loves	5
mix	5
mick	5
text	5
chesters	5
ralph	5
otherwise	5
laugh	5
sets	5
female	5
bus	5
ms	5
mess	5
jungle	5
celebrating	5
driving	5
murder	5
jean	5
wead	5
jose	5
bet	5
trust	5
evanescence	5
charlie	5
mother	5
ppl	5
stuck	5
ny	5
n9	5
rob	5
leads	5
drinks	5
dublin	5
midnight	5
happened	5
banff	5
copy	5
contract	5
period	5
andrew	5
spirit	5
gonzaga	5
trip	5
rose	5
seems	5
ross	5
delhi	5
lmfao	5
stand	5
catholics	5
wife	5
present	5
ted	5
crush	5
version	5
tryna	5
knows	5
desperation	5
khader	5
hill	5
guest	5
fancy	5
windows	5
10am	5
attention	5
demand	5
santos	5
shirt	5
exhibition	5
plaza	5
wishes	5
usa	5
united	5
brian	5
honestly	5
lounge	5
mcquarrie	5
clash	5
qb	5
closed	5
table	5
wilt	5
cross	5
student	5
growth	5
greensboro	5
ep	5
sick	5
woods	4
foul	4
pulse	4
brownsville	4
hurt	4
glass	4
hog	4
machine	4
keeps	4
xi	4
yourself	4
rs	4
re	4
9pm	4
basketball	4
shall	4
singer	4
rich	4
lamar	4
union	4
fri	4
lucas	4
letterman	4
ham	4
defensive	4
losing	4
stoked	4
sox	4
smell	4
adnan	4
remembered	4
egypt	4
winter	4
spot	4
suck	4
episodes	4
square	4
ridiculous	4
turned	4
cif	4
screen	4
jett	4
former	4
shepard	4
fame	4
divine	4
haryana	4
noon	4
tv5	4
rush	4
ac	4
ah	4
cream	4
congress	4
champions	4
th	4
td	4
gagner	4
experience	4
plane	4
itv	4
starkville	4
endymion	4
sometimes	4
gold	4
timmons	4
natchitoches	4
sex	4
ritz	4
drunk	4
receive	4
picks	4
parents	4
mighty	4
temple	4
gallagher	4
spending	4
competition	4
liacouras	4
flatbush	4
sent	4
garden	4
victor	4
lee	4
leg	4
casino	4
delay	4
notebook	4
degrees	4
realize	4
glasses	4
jagger	4
shannon	4
scene	4
sky	4
jam	4
smash	4
h	4
btw	4
email	4
cd	4
hottest	4
site	4
bale	4
drink	4
combine	4
checking	4
cruz	4
breakout	4
yrs	4
problem	4
repeat	4
chapel	4
math	4
cundiff	4
sharpe's	4
era	4
gamble	4
fever	4
bang	4
bank	4
embarrassed	4
rocky	4
roxy	4
network	4
germany	4
blowing	4
hrt	4
di	4
happiest	4
runs	4
lexington	4
pushed	4
brad	4
easy	4
cont	4
watney	4
perform	4
hang	4
rain	4
she'll	4
nooooooooo	4
josh	4
beating	4
prayer	4
update	4
scores	4
battle	4
turns	4
market	4
dujardin	4
drop	4
en	4
opener	4
fb	4
ground	4
truly	4
madness	4
argentina	4
nandito	4
frankie	4
francis	4
cats	4
low	4
month	4
apologizes	4
apologized	4
takes	4
nine	4
todd	4
douglas	4
reason	4
mardis	4
lil	4
mobile	4
hyped	4
caltrain	4
international	4
throwing	4
buzz	4
anthony	4
thalia	4
bonus	4
poland	4
belgium	4
carlton	4
calgary	4
utd	4
fears	4
kansas	4
gf	4
queen	4
picked	4
circe	4
wit	4
wiz	4
hudson	4
isat	4
potus	4
negros	4
2-1	4
ben	4
fuel	4
gras	4
huntsville	4
netanyahu	4
dickens	4
nation	4
homework	4
nightclub	4
signed	4
woke	4
education	4
diego	4
andre	4
swap	4
clothes	4
campaign	4
jacob	4
loud	4
draft	4
gym	4
dog	4
folks	4
wearing	4
decided	4
brazil	4
lazy	4
casimir	4
website	4
sag	4
suppose	4
id	4
ako	4
kim	4
yours	4
royal	4
potential	4
preview	4
manager	4
okinawa	4
shotton	4
ahhh	4
growing	4
block	4
shoes	4
pitch	4
mail	4
mommy	4
texas	4
language	4
track	4
enter	4
lorenzo	4
wonder	4
reading	4
lopez	4
offered	4
sleeping	4
bottle	4
adams	4
facing	4
draw	4
aussie	4
fantasy	4
neighborhood	4
eye	4
share	4
goon	4
redknapp	4
members	4
supposed	4
slingers	4
simple	4
gay	4
monroe	4
error-ridden	4
ufc	4
ellen	4
maryland	4
body	4
honor	4
forest	4
laurin	4
dan	4
covina	4
harold	4
frank	4
iebc	4
georgetown	4
apparently	4
mic	4
pulaski	4
unless	4
selection	4
staff	4
including	4
bruno	4
passing	4
fca	4
bench	4
classical	4
hurricane	4
host	4
doesnt	4
shining	4
vikings	4
changed	4
shoot	4
danny	4
nite	4
gov	4
gop	4
nhl	4
unbroken	4
snow	4
pope	4
minnesota	4
report	4
wear	4
buzzing	4
metropcs	4
cherry	4
newcastle	4
discount	4
duke	4
gig	4
annoying	4
nj	4
papers	4
serious	4
dook	4
level	4
baseball	4
sat's	4
weird	4
athens	4
kerry	4
ballroom	4
estella	4
swing	4
ang	4
comp	4
direction	4
paris-nice	4
cash	4
blog	4
kasabian	4
wbb	4
pacific	4
deserve	4
finals	4
calls	4
odds	4
fam	4
ten	4
tea	4
design	4
stick	4
known	4
sandwich	4
putrajaya	4
carmelo	4
pray	4
bout	4
presented	4
health	4
tate	4
story	4
hip	4
rosa	4
roman	4
rave	4
ps	4
java	4
henson	4
highlight	4
abramovich	4
you'd	4
underwood	4
jayalalithaa	4
six	4
night's	4
related	4
wppi	4
hw	4
mumbai	4
words	4
tayside	4
rita	4
decent	4
istep	4
supply	4
carrie	4
smith	4
smart	4
knox	4
rare	4
van	4
bradley	4
incredible	4
bertuzzi	4
boom	4
prize	3
errors	3
thunder	3
fingers	3
hero	3
brings	3
feature	3
hop	3
imaaa	3
addicted	3
2day	3
alert	3
ate	3
nirvana	3
sheen	3
doors	3
tech	3
lpg	3
result	3
wtf	3
edgar	3
craig	3
irving	3
dave	3
child	3
chill	3
bobby	3
jane	3
khl	3
floor	3
nxt	3
tunes	3
drexel	3
belushi	3
loads	3
alone	3
prefer	3
bloody	3
fake	3
positive	3
films	3
allowed	3
filthy	3
sa	3
pulled	3
sd	3
chevy	3
punt	3
massive	3
spanish	3
future	3
sam	3
turner	3
warriors	3
average	3
axl	3
knoxville	3
anyways	3
surgery	3
comeback	3
polls	3
ive	3
segal	3
sixteen	3
aspects	3
brits	3
wiggins	3
leadership	3
meal	3
project	3
complete	3
pull	3
al	3
az	3
puppy	3
mass	3
original	3
returned	3
sang	3
small	3
clock	3
legend	3
pics	3
followed	3
gorgeous	3
door	3
mall	3
states	3
refuse	3
register	3
runako	3
trade	3
blacks	3
misses	3
imagine	3
number	3
walmart	3
fights	3
sell	3
plan	3
nasdaq	3
wayne	3
trey	3
currently	3
petrolia	3
kissing	3
ami	3
indonesian	3
australia	3
couple	3
richie	3
continue	3
partying	3
spring	3
vitali	3
deserves	3
colorado	3
katie	3
opens	3
link	3
posted	3
continues	3
gettin	3
popcorn	3
doubt	3
pre-order	3
lamb	3
22nd	3
kiss	3
truth	3
hilarious	3
surely	3
scary	3
ying	3
los	3
shorts	3
false	3
bioshock	3
thanksgiving	3
jay	3
meant	3
handle	3
listened	3
reid	3
nationwide	3
drug	3
malcolm	3
richards	3
eastbound	3
fielding	3
miesha	3
infinite	3
government	3
five	3
documentary	3
frustration	3
compared	3
matt	3
saved	3
wildcat	3
beach	3
riri	3
walgreens	3
somewhere	3
hooked	3
mvc	3
wasted	3
hammond	3
peyton	3
wu	3
kitchen	3
twitterverse	3
speak	3
ruffin	3
families	3
thursdays	3
confirmed	3
hand	3
redneck	3
tht	3
contact	3
edmonton	3
corsten	3
capt	3
cesena	3
stardust	3
pose	3
trophy	3
months	3
war	3
becoming	3
mysterious	3
mtv	3
ferrell	3
dying	3
interested	3
brothers	3
global	3
zone	3
rella	3
anonymous	3
lavigne	3
supporting	3
redskins	3
buck	3
marked	3
kurt	3
iditarod	3
et	3
shown	3
space	3
pittsburgh	3
begin	3
forever	3
31st	3
leicester	3
scoreboard	3
saints	3
trick	3
followers	3
favorites	3
charged	3
ca	3
lads	3
pst	3
mourinho	3
nuggets	3
2nite	3
miranda	3
prepare	3
jones	3
moves	3
building	3
deadline	3
streets	3
iran	3
trunk	3
arena	3
inspired	3
allderdice	3
autographs	3
stayed	3
tried	3
sneak	3
breitbart	3
committee	3
yr	3
bryan	3
stopped	3
korea	3
norwich	3
bash	3
cheering	3
scouts	3
carling	3
horse	3
station	3
clear	3
clean	3
pictures	3
woo	3
piss	3
makeup	3
adebayor	3
guide	3
fairey	3
ponting	3
accomplished	3
used	3
cleaning	3
older	3
obviously	3
praying	3
barack	3
damage	3
parade	3
idc	3
computer	3
russian	3
wicked	3
woohoo	3
boots	3
collins	3
manage	3
crossed	3
kenny	3
poetry	3
chiefs	3
brook	3
morton	3
attack	3
perfectly	3
bel	3
culture	3
defense	3
vengeance	3
brighter	3
overall	3
kong	3
cobham	3
horrible	3
kicking	3
hits	3
1-0	3
bullshit	3
library	3
amy	3
freedom	3
recognized	3
artists	3
goals	3
beats	3
eric	3
talkin	3
stan	3
protest	3
6pm	3
cofield	3
tips	3
pancakes	3
bike	3
recommend	3
wars	3
eurosong	3
third	3
fifa	3
crew	3
roast	3
hollywood	3
spoiler	3
maria	3
